height,weight,mean_salary,mean_min_played,mean_field_goals,mean_field_goals_attempts,mean_field_goals_pct,mean_field_goals_3pt,mean_field_goals_attempt_3pt,mean_field_goals_pct_3pt,mean_free_throws,mean_free_throws_attempts,mean_free_throws_pct,mean_offensive_rebounds,mean_defensive_rebounds,mean_total_rebounds,mean_assists,mean_steals,mean_blocks,mean_turnovers,mean_personal_fouls,mean_points,game_started_share
1.0,0.8017727835551973,0.08002190630129612,-0.01836362200052262,0.03506949264399599,-0.03703189912952978,0.3077608135240304,-0.2983917160690649,-0.3154791349218963,-0.27869386620593006,0.046912032029097654,0.10116321233177898,-0.26985756362238583,0.5387075799563918,0.4522900401209801,0.5065262057810523,-0.4753955422403839,-0.27230485200900956,0.5519227562496588,-0.10664633003582644,0.3165769208194487,0.0029944905270032013,0.058370326275003256
0.8017727835551973,1.0,0.1714012991270251,-0.005528364179979843,0.05316018184855868,-0.017070905705002852,0.30742621905724393,-0.23809286428658752,-0.251313302380244,-0.24174257068103744,0.06406799260292464,0.12239831388416113,-0.2475058341255989,0.5218630736592965,0.4682995933933998,0.512136041256782,-0.4118311651237052,-0.2546289789090732,0.46614240336526364,-0.07144201550972111,0.2958703144505885,0.027597991727222413,0.15023487999009644
0.08002190630129612,0.1714012991270251,1.0,0.44255432221813334,0.48679039454279344,0.4908372753271091,0.17189463356640164,0.41838163540199824,0.42673709606916554,0.13223380004256932,0.4246622008719141,0.4169466693357203,0.13356491785271987,0.15613114832864916,0.46483373705284264,0.38425026293940495,0.31468692815437826,0.2658479323275033,0.22559661841420436,0.38605235094895324,0.1857596891189135,0.513415437351819,0.5316237196492277
-0.01836362200052262,-0.005528364179979843,0.44255432221813334,1.0,0.8748226029133697,0.88203959631686,0.3418391791100811,0.3877340701552173,0.3951039046681231,0.12659376883608747,0.7418586108501466,0.7409594879954734,0.2434319857991223,0.4416479178101102,0.6736478784730502,0.6307254578455809,0.6216456142292454,0.7131673632199409,0.33496895631534124,0.7996512137283885,0.6427551224134532,0.8752112663879495,0.4961768456033319
0.03506949264399599,0.05316018184855868,0.48679039454279344,0.8748226029133697,1.0,0.9805405595464106,0.4050807332598801,0.3420161134287293,0.34782526128661756,0.10981537857494976,0.8434183654201763,0.8393329069865362,0.25497537804356707,0.43159195492465996,0.6399224643506961,0.6032794252255294,0.5486032665011348,0.6143254278814547,0.34104330406649086,0.8145478434158775,0.5421632319442765,0.9875840456121369,0.40618712394219453
-0.03703189912952978,-0.017070905705002852,0.4908372753271091,0.88203959631686,0.9805405595464106,1.0,0.26532845579599706,0.4312001427424027,0.44875002626633315,0.15344050504551426,0.8305265974888478,0.815613435581969,0.29097421874545826,0.34503607545961584,0.5840976490222262,0.5338802161643195,0.5831391981601094,0.6362863526102573,0.2689299138637242,0.821865832674829,0.5050552810979521,0.9803394049469305,0.42360579708926815
0.3077608135240304,0.30742621905724393,0.17189463356640164,0.3418391791100811,0.4050807332598801,0.26532845579599706,1.0,-0.1548221435810108,-0.20088203785232814,-0.09234858763639282,0.32498812433543084,0.3646539915413592,-0.059441750584116354,0.5117949733010307,0.4572010007677689,0.5007851407070459,0.08982668146277882,0.17598218100390897,0.40211644285439546,0.27485876438208834,0.4217106261733511,0.36193902423201546,0.13936147445182295
-0.2983917160690649,-0.23809286428658752,0.41838163540199824,0.3877340701552173,0.3420161134287293,0.4312001427424027,-0.1548221435810108,1.0,0.9868192473975129,0.5150512592069749,0.20205906394906173,0.13725338146850538,0.3455835619024333,-0.3168771337718613,0.04421410357047837,-0.07720750882960403,0.33455517705697885,0.2889640759820656,-0.18971593870536538,0.23392373413554557,-0.025320938861075438,0.41856838208313485,0.32724023599344865
-0.3154791349218963,-0.251313302380244,0.42673709606916554,0.3951039046681231,0.34782526128661756,0.44875002626633315,-0.20088203785232814,0.9868192473975129,1.0,0.4849989596058331,0.21763112638741983,0.15451120420487097,0.3370620241229281,-0.3233727194166456,0.04527192632440372,-0.07868270768718463,0.3595583997485847,0.3124187036175134,-0.19567082608827055,0.2585164493957474,-0.029038895813580903,0.4251995452163635,0.3310334912026433
-0.27869386620593006,-0.24174257068103744,0.13223380004256932,0.12659376883608747,0.10981537857494976,0.15344050504551426,-0.09234858763639282,0.5150512592069749,0.4849989596058331,1.0,0.02797855709347383,-0.02440701622439122,0.26796176861510146,-0.3241764907466047,-0.10679983050364386,-0.18715559025597733,0.1910302858419793,0.13345664616571007,-0.23074148017200985,0.0500453851944828,-0.14542986316140757,0.1476931016800687,0.11587804077358287
0.046912032029097654,0.06406799260292464,0.4246622008719141,0.7418586108501466,0.8434183654201763,0.8305265974888478,0.32498812433543084,0.20205906394906173,0.21763112638741983,0.02797855709347383,1.0,0.9835790858925478,0.2842642987163688,0.40707495771343294,0.5700452656319085,0.5451598835147659,0.5068348945569855,0.5434889592782404,0.317054088615678,0.797377451863789,0.4862773898018235,0.8946317572347326,0.32460858629389105
0.10116321233177898,0.12239831388416113,0.4169466693357203,0.7409594879954734,0.8393329069865362,0.815613435581969,0.3646539915413592,0.13725338146850538,0.15451120420487097,-0.02440701622439122,0.9835790858925478,1.0,0.16595679908592298,0.48930862316646473,0.6223310714084954,0.6105580227959103,0.4742164510079796,0.5376996238576276,0.3856842992820377,0.8032192524377371,0.5287784366389836,0.8800312609936504,0.32415547714633747
-0.26985756362238583,-0.2475058341255989,0.13356491785271987,0.2434319857991223,0.25497537804356707,0.29097421874545826,-0.059441750584116354,0.3455835619024333,0.3370620241229281,0.26796176861510146,0.2842642987163688,0.16595679908592298,1.0,-0.20744840232666029,-0.025113626261216132,-0.08901138444128714,0.2657766424975365,0.17434244308465166,-0.17363325501419719,0.19219263922941687,-0.0077951592125084955,0.2989220420116754,0.09698332939659347
0.5387075799563918,0.5218630736592965,0.15613114832864916,0.4416479178101102,0.43159195492465996,0.34503607545961584,0.5117949733010307,-0.3168771337718613,-0.3233727194166456,-0.3241764907466047,0.40707495771343294,0.48930862316646473,-0.20744840232666029,1.0,0.7710302519363342,0.8914788192738089,-0.0564698638483331,0.19076639437204151,0.6393111612067318,0.35031902405377013,0.6279037095673569,0.3831386005484589,0.18423012681128992
0.4522900401209801,0.4682995933933998,0.46483373705284264,0.6736478784730502,0.6399224643506961,0.5840976490222262,0.4572010007677689,0.04421410357047837,0.04527192632440372,-0.10679983050364386,0.5700452656319085,0.6223310714084954,-0.025113626261216132,0.7710302519363342,1.0,0.9758664168166644,0.19771904015134958,0.35803309852391796,0.6534587806412969,0.5482183813398825,0.6386159210774562,0.6192829553511049,0.42304234092726006
0.5065262057810523,0.512136041256782,0.38425026293940495,0.6307254578455809,0.6032794252255294,0.5338802161643195,0.5007851407070459,-0.07720750882960403,-0.07868270768718463,-0.18715559025597733,0.5451598835147659,0.6105580227959103,-0.08901138444128714,0.8914788192738089,0.9758664168166644,1.0,0.1213025317046107,0.32013795761985203,0.6841575411193329,0.5101678875213431,0.6696761396488433,0.5719802278165241,0.3641522899269081
-0.4753955422403839,-0.4118311651237052,0.31468692815437826,0.6216456142292454,0.5486032665011348,0.5831391981601094,0.08982668146277882,0.33455517705697885,0.3595583997485847,0.1910302858419793,0.5068348945569855,0.4742164510079796,0.2657766424975365,-0.0564698638483331,0.19771904015134958,0.1213025317046107,1.0,0.6947926680283681,-0.07546512014349119,0.7464303874009613,0.21589583457417627,0.5697682509004582,0.27266022160957565
-0.27230485200900956,-0.2546289789090732,0.2658479323275033,0.7131673632199409,0.6143254278814547,0.6362863526102573,0.17598218100390897,0.2889640759820656,0.3124187036175134,0.13345664616571007,0.5434889592782404,0.5376996238576276,0.17434244308465166,0.19076639437204151,0.35803309852391796,0.32013795761985203,0.6947926680283681,1.0,0.12470889616160395,0.6765140376622989,0.4227053179975861,0.622127535869115,0.30267844142790884
0.5519227562496588,0.46614240336526364,0.22559661841420436,0.33496895631534124,0.34104330406649086,0.2689299138637242,0.40211644285439546,-0.18971593870536538,-0.19567082608827055,-0.23074148017200985,0.317054088615678,0.3856842992820377,-0.17363325501419719,0.6393111612067318,0.6534587806412969,0.6841575411193329,-0.07546512014349119,0.12470889616160395,1.0,0.2643178024473447,0.5107874903786817,0.3086353967659492,0.20959359240545944
-0.10664633003582644,-0.07144201550972111,0.38605235094895324,0.7996512137283885,0.8145478434158775,0.821865832674829,0.27485876438208834,0.23392373413554557,0.2585164493957474,0.0500453851944828,0.797377451863789,0.8032192524377371,0.19219263922941687,0.35031902405377013,0.5482183813398825,0.5101678875213431,0.7464303874009613,0.6765140376622989,0.2643178024473447,1.0,0.5540717212930149,0.8266760224812879,0.3475571394409886
0.3165769208194487,0.2958703144505885,0.1857596891189135,0.6427551224134532,0.5421632319442765,0.5050552810979521,0.4217106261733511,-0.025320938861075438,-0.029038895813580903,-0.14542986316140757,0.4862773898018235,0.5287784366389836,-0.0077951592125084955,0.6279037095673569,0.6386159210774562,0.6696761396488433,0.21589583457417627,0.4227053179975861,0.5107874903786817,0.5540717212930149,1.0,0.5182311717688919,0.27439006994037474
0.0029944905270032013,0.027597991727222413,0.513415437351819,0.8752112663879495,0.9875840456121369,0.9803394049469305,0.36193902423201546,0.41856838208313485,0.4251995452163635,0.1476931016800687,0.8946317572347326,0.8800312609936504,0.2989220420116754,0.3831386005484589,0.6192829553511049,0.5719802278165241,0.5697682509004582,0.622127535869115,0.3086353967659492,0.8266760224812879,0.5182311717688919,1.0,0.41848740992529143
0.058370326275003256,0.15023487999009644,0.5316237196492277,0.4961768456033319,0.40618712394219453,0.42360579708926815,0.13936147445182295,0.32724023599344865,0.3310334912026433,0.11587804077358287,0.32460858629389105,0.32415547714633747,0.09698332939659347,0.18423012681128992,0.42304234092726006,0.3641522899269081,0.27266022160957565,0.30267844142790884,0.20959359240545944,0.3475571394409886,0.27439006994037474,0.41848740992529143,1.0
